# Darya core lexicon - B2 batch (AI scripted)
# rank|dari|translit|pos|register|glossEn|exampleDari|exampleTranslit|exampleEn|tags|variants
3200|گذشت|guzasht|noun|neutral|forgiveness|گذشت کردن نشانه بزرگواری است.|guzasht kardan nishāna-yi buzurgwārī ast.|Forgiving is a sign of magnanimity.|Abstract Concepts|
3201|رفتارگرایی|raftār-garāyī|noun|neutral|behaviorism|رفتارگرایی یکی از مکاتب مهم روان‌شناسی است.|raftār-garāyī yakē az makātib-i muhimm-i rawān-shināsī ast.|Behaviorism is one of the important schools of psychology.|Abstract Concepts|
3202|هنجار|hanjār|noun|neutral|norm|رعایت هنجارهای اجتماعی برای زندگی مسالمت‌آمیز ضروری است.|ri'āyat-i hanjār-hā-yi ijtimā'ī barā-yi zindagī-yi musālimat-āmēz zarūrī ast.|Observing social norms is necessary for peaceful living.|Abstract Concepts|
3203|ناهنجار|nā-hanjār|adjective|neutral|abnormal|رفتار او در مهمانی کاملاً ناهنجار بود.|raftār-i ū dar mihmānī kāmilān nā-hanjār būd.|His behavior at the party was completely abnormal.|Descriptions & Qualities|
3204|انطباق|intibāq|noun|neutral|adaptation|انطباق با محیط جدید زمان می‌برد.|intibāq bā muhīt-i jadīd zamān mēburad.|Adaptation to a new environment takes time.|Abstract Concepts|
3205|واکنش|wākuniš|noun|neutral|reaction|واکنش او به این خبر غیرقابل پیش‌بینی بود.|wākuniš-i ū ba īn khabar ghayr-i qābil-i pēsh-bīnī būd.|His reaction to this news was unpredictable.|Abstract Concepts|
3206|عادت|'ādat|noun|neutral|habit|ترک عادت‌های بد نیاز به اراده دارد.|tark-i 'ādat-hā-yi bad niyāz ba irāda dārad.|Breaking bad habits requires willpower.|Abstract Concepts|
3207|تقلید|taqlīd|noun|neutral|imitation|کودکان از رفتار والدین خود تقلید می‌کنند.|kōdakān az raftār-i wālidayn-i khud taqlīd mēkunand.|Children imitate the behavior of their parents.|Abstract Concepts|
3208|شرطی‌شدن|shartī-shudan|verb|neutral|to be conditioned|حیوانات با دریافت پاداش شرطی می‌شوند.|haywānāt bā daryāft-i pādāsh shartī mēshawand.|Animals become conditioned by receiving rewards.|Actions & Movement|shartī mēshaw-
3209|تنبیه|tanbēh|noun|neutral|punishment|تنبیه بدنی در مدارس ممنوع است.|tanbēh-i badanī dar madāris mamnū' ast.|Corporal punishment is banned in schools.|Abstract Concepts|
3210|تقویت|taqwiyat|noun|neutral|reinforcement|تشویق معلم باعث تقویت اعتماد به نفس او شد.|tashwīq-i mu'allim bā'is-i taqwiyat-i i'timād ba nafs-i ū shud.|The teacher's encouragement reinforced his self-confidence.|Abstract Concepts|
3211|غریزه|gharīza|noun|neutral|instinct|غریزه مادری بسیار قدرتمند است.|gharīza-yi mādarī bisyār qudratmand ast.|Maternal instinct is very powerful.|Abstract Concepts|
3212|هوش|hūsh|noun|neutral|intelligence|هوش مصنوعی به سرعت در حال پیشرفت است.|hūsh-i masnū'ī ba sur'at dar hāl-i pēshraft ast.|Artificial intelligence is advancing rapidly.|Abstract Concepts|
3213|شناخت|shinākht|noun|neutral|cognition/understanding|شناخت کامل از وضعیت موجود ضروری است.|shinākht-i kāmil az waz'iyat-i mawjūd zarūrī ast.|Complete understanding of the current situation is necessary.|Abstract Concepts|
3214|بلوغ|bulūgh|noun|neutral|maturity|بلوغ فکری مهم‌تر از بلوغ جسمی است.|bulūgh-i fikrī muhimm-tar az bulūgh-i jismī ast.|Intellectual maturity is more important than physical maturity.|Abstract Concepts|
3215|خودکارآمدی|khud-kār-āmadī|noun|neutral|self-efficacy|احساس خودکارآمدی باعث افزایش انگیزه می‌شود.|ihsās-i khud-kār-āmadī bā'is-i afzāyish-i angēza mēshawad.|A feeling of self-efficacy increases motivation.|Abstract Concepts|
3216|فرسودگی|farsūdagī|noun|neutral|burnout|کار طولانی مدت باعث فرسودگی شغلی می‌شود.|kār-i tūlānī-muddat bā'is-i farsūdagī-yi shughlī mēshawad.|Long-term work causes occupational burnout.|Abstract Concepts|
3217|تلقین|talqīn|noun|neutral|suggestion/indoctrination|تلقین افکار منفی تأثیر مخربی دارد.|talqīn-i afkār-i manfī ta'sīr-i mukhrabī dārad.|Instilling negative thoughts has a destructive effect.|Abstract Concepts|
3218|هم‌رنگی|ham-rangī|noun|neutral|conformity|هم‌رنگی با جماعت همیشه کار درستی نیست.|ham-rangī bā jamā'at hamēsha kār-i durustī nēst.|Conformity with the crowd is not always the right thing.|Abstract Concepts|
3219|کلیشه|kilēsha|noun|neutral|stereotype|باید با کلیشه‌های جنسیتی مبارزه کرد.|bāyad bā kilēsha-hā-yi jinsīyatī mubāraza kard.|We must fight against gender stereotypes.|Abstract Concepts|
3220|طبقه|tabaqa|noun|neutral|class/stratum|اختلاف طبقاتی یکی از مشکلات جامعه است.|ikhtilāf-i tabaqātī yakē az mushkilāt-i jāmi'a ast.|Class difference is one of the society's problems.|Education & Learning|
3221|قشر|qishr|noun|neutral|stratum|این قانون به نفع اقشار کم‌درآمد است.|īn qānūn ba naf'-i aqshār-i kam-dar-āmad ast.|This law is in favor of low-income strata.|Abstract Concepts|
3222|تحرک|taharruk|noun|neutral|mobility|تحرک اجتماعی در جوامع مدرن بیشتر است.|taharruk-i ijtimā'ī dar jawāmi'-i mudirn bēshtar ast.|Social mobility is higher in modern societies.|Abstract Concepts|
3223|نابرابری|nā-barābarī|noun|neutral|inequality|نابرابری اقتصادی عامل بسیاری از بحران‌هاست.|nā-barābarī-yi iqtisādī āmil-i bisyārī az buhrān-hā-st.|Economic inequality is the cause of many crises.|Abstract Concepts|
3224|حاشیه‌نشینی|hāshiya-nishīnī|noun|neutral|marginalization|حاشیه‌نشینی مشکلات بهداشتی فراوانی به همراه دارد.|hāshiya-nishīnī mushkilāt-i bihdāshtī-yi farāwānī ba hamrāh dārad.|Marginalization brings many health problems.|Abstract Concepts|
3225|همبستگی|hambastagī|noun|neutral|solidarity|همبستگی ملی در زمان جنگ افزایش می‌یابد.|hambastagī-yi millī dar zamān-i jang afzāyish mēyābad.|National solidarity increases during wartime.|Abstract Concepts|
3226|انسجام|insijām|noun|neutral|cohesion|انسجام اجتماعی نشانه سلامت یک جامعه است.|insijām-i ijtimā'ī nishāna-yi salāmat-i yak jāmi'a ast.|Social cohesion is a sign of a healthy society.|Abstract Concepts|
3227|شهرنشینی|shahr-nishīnī|noun|neutral|urbanization|رشد سریع شهرنشینی چالش‌های جدیدی ایجاد کرده است.|rushd-i sarī'-i shahr-nishīnī chālish-hā-yi jadīdī ējād karda ast.|Rapid urbanization growth has created new challenges.|Abstract Concepts|
3228|بزهکاری|bizihkārī|noun|neutral|delinquency|بزهکاری جوانان ریشه در مشکلات خانوادگی دارد.|bizihkārī-yi jawānān rēsha dar mushkilāt-i khānawādagī dārad.|Youth delinquency is rooted in family problems.|Abstract Concepts|
3229|رفاه|rifāh|noun|neutral|welfare|دولت موظف به تأمین رفاه عمومی است.|dawlat muwazzaf ba ta'mīn-i rifāh-i umūmī ast.|The government is obliged to provide public welfare.|Abstract Concepts|
3230|جهانی‌شدن|jahānī-shudan|noun|neutral|globalization|جهانی‌شدن تأثیر عمیقی بر فرهنگ‌ها گذاشته است.|jahānī-shudan ta'sīr-i amīqī bar farhang-hā guzhāshta ast.|Globalization has left a deep impact on cultures.|Abstract Concepts|
3231|افکار|afkār|noun|neutral|thoughts/opinions|افکار عمومی به شدت تحت تأثیر اخبار قرار گرفت.|afkār-i umūmī ba shiddat taht-i ta'sīr-i akhbār qarār girift.|Public opinion was heavily influenced by the news.|Abstract Concepts|
3232|جنبش|jumbish|noun|neutral|movement|جنبش اجتماعی زنان دستاوردهای زیادی داشته است.|jumbish-i ijtimā'ī-yi zanān dastāward-hā-yi ziyādī dāshta ast.|The women's social movement has had many achievements.|Abstract Concepts|
3233|سنت|sunnat|noun|neutral|tradition|احترام به سنت‌ها در این منطقه بسیار رایج است.|ihtirām ba sunnat-hā dar īn mintaqa bisyār rāyij ast.|Respecting traditions is very common in this region.|Abstract Concepts|
3234|مدرنیته|mudirnīta|noun|neutral|modernity|تقابل سنت و مدرنیته موضوع جالبی است.|taqābul-i sunnat wa mudirnīta mawzū'-i jālibī ast.|The confrontation of tradition and modernity is an interesting topic.|Abstract Concepts|
3235|ایدئولوژی|īdiyōlōzhī|noun|neutral|ideology|هر حزب سیاسی ایدئولوژی خاص خود را دارد.|har hizb-i siyāsī īdiyōlōzhī-yi khās-i khud rā dārad.|Every political party has its own specific ideology.|Abstract Concepts|
3236|شهروند|shahrwand|noun|neutral|citizen|هر شهروند دارای حقوق و تکالیفی است.|har shahrwand dārā-yi huqūq wa takālīfī ast.|Every citizen has rights and duties.|Society & Politics|
3237|مدنی|madanī|adjective|neutral|civil|جامعه مدنی قوی مانع از دیکتاتوری می‌شود.|jāmi'a-yi madanī-yi qawī māni' az dīktātūrī mēshawad.|A strong civil society prevents dictatorship.|Descriptions & Qualities|
3238|بی‌تفاوتی|bē-tafāwutī|noun|neutral|indifference|بی‌تفاوتی اجتماعی می‌تواند به فروپاشی جامعه منجر شود.|bē-tafāwutī-yi ijtimā'ī mētawānad ba furūpāshī-yi jāmi'a munjir shawad.|Social indifference can lead to societal collapse.|Abstract Concepts|
3239|موافقت|muwāfiqat|noun|neutral|agreement|سرانجام همه اعضا موافقت خود را اعلام کردند.|saranjām hama-yi a'zā muwāfiqat-i khud rā i'lām kardand.|Finally, all members announced their agreement.|Abstract Concepts|
3240|گفتمان|guftamān|noun|neutral|discourse|گفتمان سیاسی باید بر پایه احترام متقابل باشد.|guftamān-i siyāsī bāyad bar pāya-yi ihtirām-i mutaqābil bāshad.|Political discourse should be based on mutual respect.|Abstract Concepts|
3241|عقب‌ماندگی|aqab-māndagī|noun|neutral|backwardness|علل عقب‌ماندگی اقتصادی باید ریشه‌یابی شود.|ilal-i aqab-māndagī-yi iqtisādī bāyad rēsha-yābī shawad.|The causes of economic backwardness must be rooted out.|Abstract Concepts|
3242|ساختار|sākhtār|noun|neutral|structure|ساختار قدرت در این کشور بسیار پیچیده است.|sākhtār-i qudrat dar īn kishwar bisyār pēchīda ast.|The power structure in this country is very complex.|Abstract Concepts|
3243|سیستم|sīstim|noun|neutral|system|تغییر سیستم آموزشی زمان زیادی می‌برد.|taghyīr-i sīstim-i āmōzishī zamān-i ziyādī mēburad.|Changing the educational system takes a lot of time.|Abstract Concepts|
3244|نظام|nizām|noun|neutral|order/system|نظام طبقاتی باعث بی‌عدالتی می‌شود.|nizām-i tabaqātī bā'is-i bē-adālatī mēshawad.|The class system causes injustice.|Abstract Concepts|
3245|مردم‌سالاری|mardum-sālārī|noun|neutral|democracy|مردم‌سالاری واقعی نیازمند نهادهای قدرتمند است.|mardum-sālārī-yi wāqi'ī niyāzmand-i nihād-hā-yi qudratmand ast.|True democracy requires powerful institutions.|Abstract Concepts|
3246|ذات|zāt|noun|formal|essence|انسان در ذات خود پاک است.|insān dar zāt-i khud pāk ast.|Humans are pure in their essence.|Abstract Concepts|
3247|خرد|khirad|noun|formal|intellect|انسان با خرد خود از حیوانات متمایز می‌شود.|insān bā khirad-i khud az haywānāt mutamāyiz mēshawad.|Humans are distinguished from animals by their intellect.|Abstract Concepts|
3248|عقل|aql|noun|formal|reason|تصمیمات او همیشه بر اساس عقل است نه احساس.|tasmīmāt-i ō hamēsha bar asās-i aql ast na ihsās.|His decisions are always based on reason, not emotion.|Abstract Concepts|
3249|شعور|shu'ūr|noun|formal|consciousness|برخی معتقدند که حیوانات نیز شعور دارند.|barkhē mu'taqidand ki haywānāt nēz shu'ūr dārand.|Some believe that animals also possess consciousness.|Abstract Concepts|
3250|مجرد|mujarrad|adjective|formal|abstract|اعداد مفاهیم مجرد هستند.|a'dād mafāhīm-i mujarrad hastand.|Numbers are abstract concepts.|Descriptions & Qualities|
3251|عینی|aynī|adjective|formal|objective|گزارش باید کاملاً عینی و بی‌طرفانه باشد.|guzārish bāyad kāmilān aynī wa bē-tarafāna bāshad.|The report must be completely objective and impartial.|Descriptions & Qualities|
3252|ذهنی|zihnī|adjective|formal|subjective|این یک برداشت ذهنی از موضوع است.|īn yak bardāsht-i zihnī az mawzū' ast.|This is a subjective interpretation of the subject.|Descriptions & Qualities|
3253|مبدأ|mabda'|noun|formal|origin|مبدأ این نظریه به یونان باستان برمی‌گردد.|mabda'-i īn nazariya ba yūnān-i bāstān barmēgardad.|The origin of this theory goes back to ancient Greece.|Abstract Concepts|
3254|غایت|ghāyat|noun|formal|ultimate end|غایت زندگی انسان چیست؟|ghāyat-i zindagī-yi insān chēst?|What is the ultimate purpose of human life?|Abstract Concepts|
3255|علت|illat|noun|formal|cause|پلیس به دنبال علت اصلی حادثه است.|pulīs ba dunbāl-i illat-i aslī-yi hādisa ast.|The police are looking for the main cause of the incident.|Abstract Concepts|
3256|جبر|jabr|noun|formal|determinism|اعتقاد به جبر باعث انفعال می‌شود.|i'tiqād ba jabr bā'is-i infi'āl mēshawad.|Belief in determinism causes passivity.|Abstract Concepts|
